                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.3162,                 1.3494,                 1.7562,                0.90802,                  0.925,                0.97521,                0.66207,                  1.219,                0.84969,                 1.8589,               0.009241,               0.009241,               0.009241
                     25,                 1.3302,                 1.3164,                 1.7566,                0.85884,                0.95476,                0.98316,                0.65726,                 1.2493,                0.81975,                  1.899,               0.009208,               0.009208,               0.009208
                     26,                 1.2822,                 1.2682,                 1.7335,                0.83552,                0.91957,                0.98393,                0.63227,                 1.3588,                0.91319,                 2.0118,               0.009175,               0.009175,               0.009175
                     27,                 1.3008,                 1.2723,                 1.7529,                0.93631,                0.95575,                0.98504,                0.66802,                  1.239,                0.76416,                 1.8789,               0.009142,               0.009142,               0.009142
                     28,                 1.3217,                 1.2742,                 1.7841,                0.90731,                0.88682,                0.97768,                0.65234,                 1.2546,                 0.8483,                 1.8896,               0.009109,               0.009109,               0.009109
                     29,                 1.3001,                 1.2795,                 1.7773,                0.88812,                0.94916,                0.98013,                0.66447,                 1.2096,                0.82467,                  1.857,               0.009076,               0.009076,               0.009076
                     30,                 1.2772,                 1.2034,                 1.7491,                 0.9378,                 0.9608,                0.98766,                0.66669,                 1.2327,                 0.7137,                 1.8649,               0.009043,               0.009043,               0.009043
                     31,                 1.2736,                 1.1682,                 1.7461,                0.88928,                 0.9432,                0.97807,                0.64775,                 1.2825,                0.81625,                 1.9201,                0.00901,                0.00901,                0.00901
                     32,                 1.2746,                 1.1882,                 1.7538,                0.94796,                0.96867,                0.98955,                0.68152,                 1.1955,                0.72275,                 1.8372,               0.008977,               0.008977,               0.008977
                     33,                 1.2718,                 1.1746,                 1.7347,                0.93216,                0.96512,                0.98994,                0.67253,                 1.2168,                0.70588,                 1.8484,               0.008944,               0.008944,               0.008944
                     34,                 1.2721,                 1.1465,                 1.7289,                 0.9237,                0.96386,                0.98777,                0.65139,                  1.288,                0.70175,                 1.9241,               0.008911,               0.008911,               0.008911
                     35,                 1.2496,                 1.1145,                 1.7223,                0.94529,                0.95878,                0.98655,                0.65109,                 1.2758,                0.75407,                 1.9157,               0.008878,               0.008878,               0.008878
                     36,                 1.2742,                  1.143,                 1.7457,                0.92938,                0.95113,                0.98828,                0.63997,                 1.3195,                0.71616,                 1.9653,               0.008845,               0.008845,               0.008845
                     37,                 1.2511,                 1.1361,                 1.7214,                 0.9599,                0.96878,                0.99056,                0.65626,                 1.2734,                0.69901,                  1.934,               0.008812,               0.008812,               0.008812
                     38,                   1.24,                 1.0802,                 1.6743,                0.95305,                0.95575,                0.98748,                 0.6644,                 1.2318,                  0.668,                 1.8727,               0.008779,               0.008779,               0.008779
                     39,                 1.2528,                 1.0862,                 1.7153,                0.93303,                0.97464,                0.99108,                 0.6179,                 1.4098,                0.75926,                 2.0953,               0.008746,               0.008746,               0.008746
                     40,                 1.2351,                 1.0641,                   1.69,                0.94808,                0.97332,                0.98974,                0.64382,                 1.3189,                0.68623,                  1.959,               0.008713,               0.008713,               0.008713
                     41,                 1.2591,                 1.0621,                 1.6865,                0.92551,                0.91651,                0.97514,                0.65435,                 1.2437,                0.89342,                 1.8838,                0.00868,                0.00868,                0.00868
                     42,                 1.2436,                 1.0422,                 1.6808,                0.92388,                 0.9477,                0.98746,                0.66632,                 1.2298,                0.83999,                 1.8602,               0.008647,               0.008647,               0.008647
                     43,                 1.2331,                 1.0774,                 1.6969,                0.94201,                0.98392,                0.99249,                0.68078,                 1.1909,                0.67481,                 1.8206,               0.008614,               0.008614,               0.008614
                     44,                 1.2189,                 1.0396,                 1.6623,                0.93186,                0.97362,                0.99232,                0.65068,                 1.2785,                 0.6735,                 1.9148,               0.008581,               0.008581,               0.008581
                     45,                 1.2385,                 1.0312,                 1.6791,                0.94673,                0.96211,                0.99091,                0.65901,                 1.2702,                0.65572,                 1.8998,               0.008548,               0.008548,               0.008548
                     46,                 1.2177,                 0.9934,                 1.6579,                0.93148,                0.97651,                0.99465,                 0.6743,                 1.2271,                0.66753,                 1.8573,               0.008515,               0.008515,               0.008515
                     47,                 1.2226,                 1.0137,                 1.6838,                0.95622,                0.98462,                  0.995,                0.66726,                 1.2327,                0.62225,                 1.8473,               0.008482,               0.008482,               0.008482
                     48,                 1.2395,                 1.0397,                 1.6859,                0.96344,                0.97901,                 0.9944,                0.65465,                 1.2758,                0.66549,                 1.9278,               0.008449,               0.008449,               0.008449
                     49,                  1.222,                 1.0373,                 1.7052,                0.95138,                0.97849,                0.99409,                0.59259,                 1.4655,                0.68464,                 2.1523,               0.008416,               0.008416,               0.008416
                     50,                 1.2168,                 1.0204,                 1.6713,                0.95728,                0.97193,                  0.995,                0.67685,                 1.2353,                0.63098,                 1.8586,               0.008383,               0.008383,               0.008383
                     51,                 1.2182,                0.98225,                 1.6733,                0.92461,                0.98005,                0.99398,                0.65389,                 1.2783,                 0.6555,                 1.9049,                0.00835,                0.00835,                0.00835
                     52,                 1.2211,                 0.9771,                   1.68,                0.94182,                0.97749,                 0.9944,                0.68472,                 1.2046,                0.63329,                 1.8209,               0.008317,               0.008317,               0.008317
                     53,                 1.2105,                0.98413,                 1.6563,                0.95414,                0.97583,                0.99382,                0.66063,                 1.2861,                0.64146,                 1.9289,               0.008284,               0.008284,               0.008284
                     54,                 1.2178,                0.97902,                 1.6787,                0.93448,                0.96011,                0.99219,                0.65991,                 1.2641,                0.70903,                 1.8967,               0.008251,               0.008251,               0.008251
                     55,                 1.2159,                0.96497,                 1.6607,                0.94403,                0.97049,                  0.995,                0.66879,                 1.2614,                0.66137,                 1.8828,               0.008218,               0.008218,               0.008218
                     56,                 1.2017,                0.95138,                 1.6791,                0.96586,                 0.9726,                 0.9928,                0.66959,                 1.2601,                0.62482,                 1.8831,               0.008185,               0.008185,               0.008185
                     57,                 1.2128,                 0.9702,                 1.6898,                0.96644,                0.97959,                 0.9944,                0.68105,                 1.2065,                 0.6093,                 1.8262,               0.008152,               0.008152,               0.008152
                     58,                 1.1923,                0.98144,                 1.6737,                0.95683,                0.97661,                0.99185,                  0.676,                 1.2019,                0.61113,                 1.8205,               0.008119,               0.008119,               0.008119
                     59,                 1.1998,                0.94282,                 1.6766,                0.92405,                0.92794,                0.98992,                0.67225,                  1.232,                0.70641,                 1.8629,               0.008086,               0.008086,               0.008086
                     60,                 1.1933,                0.95829,                 1.6666,                0.97207,                0.98277,                0.99366,                0.67841,                 1.2118,                0.59805,                 1.8411,               0.008053,               0.008053,               0.008053
                     61,                 1.2023,                0.94459,                 1.6636,                0.95084,                 0.9783,                 0.9944,                0.66858,                 1.2175,                0.63438,                 1.8603,                0.00802,                0.00802,                0.00802
                     62,                 1.2091,                0.97136,                 1.6719,                0.95319,                0.97669,                  0.995,                0.67478,                 1.2316,                0.61193,                 1.8565,               0.007987,               0.007987,               0.007987
                     63,                 1.1843,                0.93943,                 1.6808,                0.93636,                0.97777,                0.99385,                0.65276,                 1.2742,                0.61654,                 1.9128,               0.007954,               0.007954,               0.007954
                     64,                  1.197,                0.92139,                 1.6546,                0.95333,                0.97524,                0.99409,                0.67651,                 1.2181,                0.60389,                 1.8274,               0.007921,               0.007921,               0.007921
                     65,                 1.2127,                0.93376,                 1.6637,                 0.9553,                0.98606,                 0.9944,                0.64214,                 1.3049,                0.61297,                 1.9432,               0.007888,               0.007888,               0.007888
                     66,                 1.1912,                0.94814,                 1.6759,                0.94229,                0.97257,                0.99398,                0.66441,                 1.2611,                0.66266,                 1.8846,               0.007855,               0.007855,               0.007855
                     67,                 1.1914,                0.92662,                 1.6742,                0.97519,                0.98576,                  0.995,                0.66459,                 1.2709,                0.58832,                 1.8906,               0.007822,               0.007822,               0.007822
                     68,                 1.1735,                0.89612,                 1.6531,                0.93152,                0.96429,                0.99427,                0.66361,                 1.2868,                0.69586,                 1.9014,               0.007789,               0.007789,               0.007789
                     69,                 1.1779,                0.93252,                 1.6616,                0.93497,                0.97689,                  0.994,                0.67748,                 1.2016,                0.64695,                 1.8359,               0.007756,               0.007756,               0.007756
                     70,                 1.1896,                0.92002,                 1.6743,                0.96263,                0.98454,                  0.995,                0.68351,                 1.2111,                0.58834,                 1.8327,               0.007723,               0.007723,               0.007723
                     71,                 1.1897,                0.92004,                  1.672,                0.96068,                0.97965,                  0.995,                0.68864,                 1.1865,                0.60609,                 1.8153,                0.00769,                0.00769,                0.00769
                     72,                 1.1798,                0.88507,                 1.6567,                0.94296,                0.98393,                0.99389,                0.67339,                 1.2426,                0.62284,                 1.8729,               0.007657,               0.007657,               0.007657
                     73,                 1.1903,                0.92561,                 1.6903,                0.95355,                 0.9824,                  0.995,                0.68737,                 1.1813,                0.58051,                 1.8014,               0.007624,               0.007624,               0.007624
                     74,                  1.186,                0.91669,                 1.6475,                 0.9434,                0.98211,                0.99341,                0.67615,                 1.2194,                0.59204,                 1.8354,               0.007591,               0.007591,               0.007591
                     75,                 1.1807,                0.88751,                 1.6749,                0.95158,                0.98194,                 0.9944,                0.68082,                 1.2231,                0.60245,                 1.8507,               0.007558,               0.007558,               0.007558
                     76,                 1.1832,                0.87904,                 1.6236,                0.95637,                0.97596,                  0.995,                0.68195,                 1.2163,                 0.5809,                  1.838,               0.007525,               0.007525,               0.007525
                     77,                 1.1707,                 0.8644,                 1.6157,                0.95067,                0.97367,                  0.995,                 0.6901,                 1.1781,                0.58975,                  1.809,               0.007492,               0.007492,               0.007492
                     78,                 1.1811,                0.89019,                  1.668,                0.96302,                0.98385,                  0.995,                0.67655,                 1.2167,                0.58857,                 1.8538,               0.007459,               0.007459,               0.007459
                     79,                 1.1665,                 0.8771,                 1.6305,                0.96131,                0.98073,                0.99374,                0.67476,                 1.2338,                0.58351,                 1.8479,               0.007426,               0.007426,               0.007426
                     80,                 1.1575,                0.86847,                 1.6244,                 0.9528,                 0.9831,                0.99398,                0.67432,                 1.2188,                0.60715,                 1.8393,               0.007393,               0.007393,               0.007393
                     81,                 1.1695,                 0.8567,                 1.6148,                0.96958,                0.98133,                 0.9944,                 0.6428,                 1.3127,                0.60492,                 1.9661,                0.00736,                0.00736,                0.00736
                     82,                 1.1654,                0.84474,                 1.6431,                0.95865,                0.97665,                 0.9944,                0.67715,                 1.2243,                0.58159,                 1.8486,               0.007327,               0.007327,               0.007327
                     83,                 1.1615,                0.87997,                 1.6341,                0.96366,                0.96973,                0.99469,                0.67266,                 1.2255,                0.57834,                 1.8506,               0.007294,               0.007294,               0.007294
                     84,                 1.1405,                 0.8486,                 1.6354,                 0.9632,                0.97682,                0.99366,                0.68042,                 1.2137,                0.59368,                 1.8314,               0.007261,               0.007261,               0.007261
                     85,                 1.1673,                0.86313,                 1.6364,                0.96046,                0.98656,                 0.9944,                 0.6815,                 1.2127,                0.56533,                 1.8136,               0.007228,               0.007228,               0.007228
                     86,                 1.1665,                0.85002,                  1.627,                0.93501,                0.97379,                0.99397,                0.68332,                 1.2114,                 0.6046,                 1.8318,               0.007195,               0.007195,               0.007195
                     87,                 1.1696,                0.84867,                 1.6441,                0.96322,                 0.9821,                  0.995,                0.66182,                 1.2744,                0.59402,                 1.9007,               0.007162,               0.007162,               0.007162
                     88,                 1.1521,                0.85999,                 1.6397,                0.95183,                0.98013,                 0.9944,                0.66948,                 1.2532,                0.59532,                 1.8733,               0.007129,               0.007129,               0.007129
                     89,                 1.1674,                0.84745,                 1.6169,                0.96295,                 0.9801,                  0.995,                0.68001,                 1.2277,                0.57023,                  1.847,               0.007096,               0.007096,               0.007096
                     90,                 1.1592,                0.80984,                 1.6186,                0.96999,                0.98496,                 0.9944,                0.67406,                 1.2371,                0.55138,                 1.8414,               0.007063,               0.007063,               0.007063
                     91,                 1.1582,                0.81304,                 1.6299,                0.96344,                0.98892,                  0.995,                0.68755,                 1.2099,                0.55705,                 1.8278,                0.00703,                0.00703,                0.00703
                     92,                 1.1534,                0.80454,                 1.6105,                0.96563,                0.98533,                 0.9944,                0.67044,                 1.2469,                0.55177,                 1.8798,               0.006997,               0.006997,               0.006997
                     93,                 1.1662,                0.81941,                 1.6052,                0.96341,                0.97559,                0.99381,                0.68158,                 1.2026,                0.56893,                 1.8228,               0.006964,               0.006964,               0.006964
                     94,                 1.1479,                0.82615,                 1.6147,                0.94025,                0.98481,                 0.9944,                0.67376,                 1.2064,                0.55716,                 1.8376,               0.006931,               0.006931,               0.006931
                     95,                 1.1569,                0.83474,                 1.6431,                0.95528,                0.98133,                0.99305,                0.69033,                 1.1769,                0.54501,                 1.7917,               0.006898,               0.006898,               0.006898
                     96,                  1.153,                0.84054,                 1.6345,                0.97174,                0.98141,                  0.995,                0.68286,                 1.1897,                0.54627,                 1.8172,               0.006865,               0.006865,               0.006865
                     97,                 1.1541,                0.81225,                 1.6311,                0.97419,                0.96745,                0.99398,                0.67239,                 1.2328,                0.57951,                 1.8845,               0.006832,               0.006832,               0.006832
                     98,                 1.1485,                0.80741,                 1.5961,                0.96048,                0.98128,                 0.9944,                0.66849,                 1.2572,                 0.5586,                  1.897,               0.006799,               0.006799,               0.006799
                     99,                 1.1405,                0.82004,                 1.6114,                0.96564,                0.98533,                0.99366,                0.67728,                 1.2209,                0.55781,                 1.8441,               0.006766,               0.006766,               0.006766
                    100,                  1.143,                0.79528,                 1.6079,                0.97132,                0.98027,                 0.9944,                0.67983,                  1.209,                0.57188,                 1.8413,               0.006733,               0.006733,               0.006733
                    101,                 1.1435,                0.82533,                 1.6091,                0.96455,                0.96944,                0.99489,                0.68415,                 1.2016,                0.55428,                 1.8337,                 0.0067,                 0.0067,                 0.0067
                    102,                  1.141,                0.81464,                   1.62,                0.96573,                0.98143,                 0.9944,                0.67649,                 1.2186,                0.53644,                 1.8433,               0.006667,               0.006667,               0.006667
                    103,                 1.1466,                 0.8214,                 1.6162,                0.97309,                0.98675,                 0.9944,                0.68491,                 1.2257,                0.53977,                 1.8413,               0.006634,               0.006634,               0.006634
                    104,                 1.1426,                0.83073,                 1.6308,                0.97214,                0.98554,                 0.9944,                0.68174,                 1.2159,                0.53797,                 1.8375,               0.006601,               0.006601,               0.006601
                    105,                 1.1568,                0.83098,                 1.6338,                0.96499,                0.98932,                  0.995,                0.67363,                 1.2462,                0.54783,                 1.8637,               0.006568,               0.006568,               0.006568
                    106,                 1.1311,                0.77995,                 1.6078,                0.96238,                0.98016,                 0.9935,                0.68954,                 1.2049,                0.54591,                 1.8267,               0.006535,               0.006535,               0.006535
                    107,                 1.1353,                0.79094,                 1.5882,                0.96977,                0.98416,                 0.9944,                0.68006,                 1.2052,                0.55229,                 1.8233,               0.006502,               0.006502,               0.006502
                    108,                 1.1377,                0.80835,                 1.6195,                0.96566,                0.98121,                 0.9944,                0.68759,                 1.1802,                0.53453,                 1.7967,               0.006469,               0.006469,               0.006469
                    109,                  1.133,                0.79089,                 1.6235,                0.95283,                0.98955,                 0.9944,                0.67314,                 1.2154,                0.54849,                 1.8383,               0.006436,               0.006436,               0.006436
                    110,                 1.1238,                0.79768,                 1.6445,                0.94564,                0.97706,                0.99409,                0.67748,                 1.2329,                0.56234,                 1.8597,               0.006403,               0.006403,               0.006403
                    111,                 1.1326,                0.77877,                 1.5939,                0.97302,                0.98192,                 0.9944,                0.65463,                 1.3017,                0.55174,                  1.945,                0.00637,                0.00637,                0.00637
                    112,                 1.1397,                0.79168,                 1.5989,                0.96445,                0.97995,                 0.9944,                0.64818,                 1.3036,                 0.5551,                 1.9579,               0.006337,               0.006337,               0.006337
                    113,                 1.1372,                 0.8105,                 1.6135,                 0.9692,                0.98992,                 0.9944,                0.68397,                 1.2098,                0.53089,                 1.8208,               0.006304,               0.006304,               0.006304
                    114,                 1.1234,                0.77007,                 1.5997,                0.97106,                0.98509,                  0.995,                0.67809,                 1.2259,                0.52506,                 1.8615,               0.006271,               0.006271,               0.006271
                    115,                 1.1329,                0.76005,                 1.6037,                0.95333,                   0.99,                  0.995,                0.67527,                 1.2334,                0.56799,                 1.8553,               0.006238,               0.006238,               0.006238
                    116,                 1.1311,                0.78037,                 1.5998,                 0.9629,                0.98108,                  0.995,                0.67489,                 1.2317,                 0.5603,                 1.8486,               0.006205,               0.006205,               0.006205
                    117,                 1.1122,                0.78213,                 1.6056,                0.95426,                0.99183,                  0.995,                0.67803,                  1.217,                0.54322,                 1.8421,               0.006172,               0.006172,               0.006172
                    118,                 1.1347,                0.76512,                  1.598,                0.96603,                0.97451,                0.99264,                0.65724,                 1.2535,                 0.5446,                 1.8992,               0.006139,               0.006139,               0.006139
                    119,                 1.1349,                0.76071,                 1.6021,                0.96709,                 0.9896,                 0.9944,                0.67876,                 1.2277,                0.52999,                 1.8401,               0.006106,               0.006106,               0.006106
                    120,                 1.1192,                0.78413,                 1.5989,                0.95236,                0.98986,                 0.9944,                0.67715,                 1.2027,                0.55778,                 1.8197,               0.006073,               0.006073,               0.006073
                    121,                 1.1142,                0.76193,                 1.5995,                0.96936,                0.98307,                 0.9944,                0.67329,                 1.2324,                0.51822,                 1.8589,                0.00604,                0.00604,                0.00604
                    122,                 1.1126,                0.75503,                 1.6051,                 0.9694,                0.97982,                  0.995,                0.68251,                 1.2099,                0.51801,                 1.8424,               0.006007,               0.006007,               0.006007
                    123,                 1.1107,                0.77913,                 1.5894,                0.96785,                0.98674,                  0.995,                0.67611,                 1.2207,                0.53236,                 1.8537,               0.005974,               0.005974,               0.005974
                    124,                  1.139,                0.77601,                 1.6241,                0.96224,                0.98406,                  0.995,                0.65912,                 1.2824,                0.55141,                 1.9318,               0.005941,               0.005941,               0.005941
                    125,                 1.1084,                0.76435,                 1.5908,                0.94479,                0.97353,                0.99262,                0.68081,                  1.223,                0.58905,                 1.8391,               0.005908,               0.005908,               0.005908
                    126,                 1.1128,                0.75027,                 1.5865,                0.97611,                0.98607,                  0.995,                0.67641,                 1.2329,                0.52199,                 1.8556,               0.005875,               0.005875,               0.005875
                    127,                 1.1212,                0.76984,                 1.5992,                0.96951,                 0.9862,                  0.995,                0.68201,                 1.2136,                0.51151,                 1.8416,               0.005842,               0.005842,               0.005842
                    128,                 1.1122,                0.74944,                   1.61,                0.96278,                0.98737,                  0.995,                0.67569,                 1.2305,                0.52293,                 1.8521,               0.005809,               0.005809,               0.005809
                    129,                 1.0985,                0.76018,                 1.5884,                0.96647,                0.98912,                  0.995,                0.67988,                 1.2111,                 0.5247,                  1.834,               0.005776,               0.005776,               0.005776
                    130,                 1.1036,                0.73724,                 1.5613,                0.96387,                0.98467,                  0.995,                0.67251,                 1.2212,                0.53047,                 1.8531,               0.005743,               0.005743,               0.005743
                    131,                 1.1166,                 0.7548,                 1.6208,                0.96927,                0.98561,                  0.995,                0.67839,                  1.227,                0.51691,                 1.8581,                0.00571,                0.00571,                0.00571
                    132,                 1.0942,                0.73391,                 1.5849,                0.96794,                0.99286,                  0.995,                0.68159,                 1.2124,                0.52476,                 1.8324,               0.005677,               0.005677,               0.005677
                    133,                 1.0936,                0.73701,                 1.5869,                0.97157,                0.98079,                  0.995,                0.66707,                  1.253,                0.52139,                 1.8884,               0.005644,               0.005644,               0.005644
                    134,                  1.089,                 0.7451,                 1.5765,                0.97324,                0.98541,                  0.995,                0.67715,                 1.2431,                0.50967,                 1.8805,               0.005611,               0.005611,               0.005611
                    135,                 1.1008,                0.73067,                 1.5728,                0.96747,                 0.9755,                0.99398,                0.68141,                 1.2191,                0.51778,                 1.8537,               0.005578,               0.005578,               0.005578
                    136,                 1.0978,                0.72789,                 1.5592,                 0.9729,                0.98392,                0.99398,                0.68062,                  1.211,                0.52655,                 1.8433,               0.005545,               0.005545,               0.005545
                    137,                 1.0993,                0.75306,                  1.598,                 0.9538,                0.98577,                 0.9944,                0.66101,                 1.2842,                 0.5401,                 1.9286,               0.005512,               0.005512,               0.005512
                    138,                  1.103,                0.72872,                   1.56,                0.97245,                 0.9856,                  0.995,                0.67126,                 1.2348,                0.51351,                 1.8725,               0.005479,               0.005479,               0.005479
                    139,                 1.0949,                0.72032,                 1.5438,                0.97438,                0.98575,                 0.9944,                0.68063,                    1.2,                0.51205,                 1.8447,               0.005446,               0.005446,               0.005446
                    140,                 1.0864,                0.71904,                 1.5655,                0.97194,                0.98844,                  0.995,                0.66237,                 1.2589,                0.51556,                 1.9156,               0.005413,               0.005413,               0.005413
                    141,                 1.0733,                0.71803,                 1.5551,                0.97864,                0.98605,                 0.9944,                0.68099,                 1.2008,                0.50115,                 1.8321,                0.00538,                0.00538,                0.00538
                    142,                 1.0869,                0.75265,                 1.5879,                0.96906,                0.97929,                0.99398,                0.67746,                 1.2248,                0.53469,                 1.8564,               0.005347,               0.005347,               0.005347
                    143,                 1.0868,                0.72513,                 1.5777,                 0.9574,                0.98328,                0.99221,                0.66199,                 1.2549,                0.52316,                 1.8723,               0.005314,               0.005314,               0.005314
                    144,                 1.0811,                0.71374,                 1.5612,                0.96199,                0.99024,                 0.9944,                0.67023,                 1.2519,                0.52914,                 1.8778,               0.005281,               0.005281,               0.005281
                    145,                 1.0875,                0.72163,                  1.587,                0.96885,                0.98689,                0.99398,                0.66381,                 1.2722,                0.52923,                  1.908,               0.005248,               0.005248,               0.005248
