                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 0.8904,                0.58575,                 1.0248,                0.90687,                0.97281,                0.97555,                0.77902,                0.72544,                0.41565,                 0.9605,              0.0095644,              0.0095644,              0.0095644
                     24,                 0.8811,                0.57367,                 1.0238,                0.95323,                0.92488,                0.97234,                0.77288,                0.73893,                 0.4093,                0.96391,              0.0095446,              0.0095446,              0.0095446
                     25,                0.87441,                0.56511,                 1.0178,                0.95867,                0.95389,                  0.978,                0.78118,                0.73185,                0.41047,                0.96151,              0.0095248,              0.0095248,              0.0095248
                     26,                0.87779,                0.56421,                 1.0207,                0.96005,                0.93758,                0.97847,                0.79282,                0.70714,                0.39307,                0.95578,               0.009505,               0.009505,               0.009505
                     27,                0.86886,                0.55666,                  1.019,                0.95402,                0.95215,                0.97588,                0.78149,                0.72669,                0.40492,                0.95425,              0.0094852,              0.0094852,              0.0094852
                     28,                0.86727,                0.55169,                 1.0153,                0.94717,                0.94818,                0.97846,                0.78238,                 0.7291,                 0.3953,                0.96022,              0.0094654,              0.0094654,              0.0094654
                     29,                0.86597,                0.54781,                 1.0137,                0.90173,                0.95883,                0.97108,                0.78463,                0.70738,                 0.3863,                0.94946,              0.0094456,              0.0094456,              0.0094456
                     30,                0.86706,                0.54231,                 1.0152,                0.95038,                0.94672,                  0.975,                0.79012,                0.69947,                0.38183,                0.94517,              0.0094258,              0.0094258,              0.0094258
                     31,                0.85983,                0.53702,                 1.0138,                0.96025,                0.95531,                0.97424,                0.78594,                0.70901,                0.38163,                0.94916,               0.009406,               0.009406,               0.009406
                     32,                0.85575,                0.53153,                 1.0093,                0.96132,                0.96337,                0.97928,                 0.7855,                0.72076,                0.37975,                0.95609,              0.0093862,              0.0093862,              0.0093862
                     33,                0.85507,                0.53218,                 1.0118,                0.95248,                 0.9586,                0.98051,                0.78289,                0.72433,                0.38957,                 0.9525,              0.0093664,              0.0093664,              0.0093664
                     34,                0.85735,                0.53158,                 1.0138,                0.95299,                  0.951,                0.97558,                0.77765,                0.72623,                 0.3992,                0.95338,              0.0093466,              0.0093466,              0.0093466
                     35,                0.85191,                0.51871,                 1.0064,                0.96323,                0.95899,                0.97959,                0.78616,                0.71389,                0.37854,                0.94971,              0.0093268,              0.0093268,              0.0093268
                     36,                0.85054,                0.52196,                  1.008,                0.95073,                0.95709,                0.98069,                0.78698,                0.72332,                0.37726,                0.95377,               0.009307,               0.009307,               0.009307
                     37,                0.85062,                0.51988,                 1.0064,                0.95914,                0.96122,                0.98207,                0.78252,                0.76099,                0.41529,                0.96406,              0.0092872,              0.0092872,              0.0092872
                     38,                0.84403,                0.51471,                 1.0069,                0.95312,                0.96212,                0.98214,                0.79877,                 0.6981,                0.36873,                0.94394,              0.0092674,              0.0092674,              0.0092674
                     39,                0.84334,                0.51005,                 1.0069,                0.94659,                0.96543,                0.97997,                0.78929,                0.72264,                0.38967,                0.95333,              0.0092476,              0.0092476,              0.0092476
                     40,                0.84562,                0.50764,                 1.0094,                0.95964,                0.94444,                0.97803,                0.79653,                0.68689,                0.35702,                0.93921,              0.0092278,              0.0092278,              0.0092278
                     41,                0.83891,                0.50233,                  1.004,                0.96117,                0.96577,                0.98144,                0.77984,                0.73772,                0.38646,                0.95796,               0.009208,               0.009208,               0.009208
                     42,                0.83556,                0.49892,                 1.0005,                0.94548,                0.97514,                0.98087,                0.79441,                0.70405,                0.36731,                0.94675,              0.0091882,              0.0091882,              0.0091882
                     43,                 0.8369,                0.50322,                 1.0043,                0.95707,                0.96718,                0.97826,                0.77861,                0.75425,                 0.4113,                0.96787,              0.0091684,              0.0091684,              0.0091684
                     44,                0.83785,                0.49863,                 1.0034,                0.95355,                0.96109,                0.98166,                0.79044,                0.71462,                0.36978,                0.94797,              0.0091486,              0.0091486,              0.0091486
                     45,                0.83693,                0.49835,                 1.0042,                0.93936,                0.96293,                 0.9783,                0.79367,                0.70512,                0.36991,                0.94366,              0.0091288,              0.0091288,              0.0091288
                     46,                0.83062,                 0.4938,                0.99965,                 0.9609,                0.96892,                0.98197,                0.79544,                0.70271,                0.36145,                0.94442,               0.009109,               0.009109,               0.009109
                     47,                0.83522,                0.49483,                 1.0031,                0.96534,                 0.9538,                0.98024,                0.78516,                0.72263,                0.38033,                0.94997,              0.0090892,              0.0090892,              0.0090892
                     48,                0.83202,                0.49328,                 1.0004,                0.94968,                0.97574,                0.98251,                 0.7962,                0.69674,                0.36507,                0.94072,              0.0090694,              0.0090694,              0.0090694
                     49,                0.83082,                0.49135,                0.99979,                0.95969,                0.97204,                0.98018,                0.78968,                0.71772,                0.37176,                0.94592,              0.0090496,              0.0090496,              0.0090496
                     50,                0.83117,                0.48933,                 1.0033,                0.94568,                0.96962,                0.97905,                0.79103,                0.70615,                0.37009,                0.94457,              0.0090298,              0.0090298,              0.0090298
                     51,                0.82869,                0.49067,                 1.0006,                0.94675,                0.97079,                0.98082,                0.78784,                0.71807,                0.37074,                 0.9485,                0.00901,                0.00901,                0.00901
                     52,                0.82705,                0.48441,                0.99993,                0.96193,                 0.9683,                0.98039,                0.78995,                0.71543,                0.36615,                0.94637,              0.0089902,              0.0089902,              0.0089902
                     53,                 0.8212,                0.47887,                0.99327,                0.97071,                0.96654,                0.98148,                0.79426,                 0.7234,                 0.3677,                0.94246,              0.0089704,              0.0089704,              0.0089704
                     54,                0.81829,                0.47932,                 0.9966,                0.96023,                 0.9725,                0.98462,                0.79843,                0.70084,                0.35491,                0.93812,              0.0089506,              0.0089506,              0.0089506
                     55,                0.81883,                0.47521,                0.99551,                0.97013,                0.96564,                0.98413,                 0.7947,                0.70158,                0.36036,                0.94144,              0.0089308,              0.0089308,              0.0089308
                     56,                0.81577,                0.47374,                 0.9944,                0.96047,                0.96348,                0.97906,                0.79301,                0.70842,                0.36283,                0.93903,               0.008911,               0.008911,               0.008911
                     57,                 0.8208,                0.47894,                0.99566,                0.95525,                0.97356,                0.98347,                0.79562,                0.70226,                0.35629,                0.94213,              0.0088912,              0.0088912,              0.0088912
                     58,                0.81697,                0.47429,                0.99648,                0.96577,                0.97219,                0.98465,                0.80022,                0.69885,                 0.3566,                0.93673,              0.0088714,              0.0088714,              0.0088714
                     59,                0.82045,                0.47603,                0.99204,                0.95977,                0.98132,                0.98475,                0.79866,                0.69814,                0.34884,                0.93742,              0.0088516,              0.0088516,              0.0088516
                     60,                0.81386,                0.46774,                0.99191,                0.96077,                0.97799,                 0.9844,                0.79778,                 0.6984,                0.34531,                0.93995,              0.0088318,              0.0088318,              0.0088318
                     61,                0.80915,                0.46625,                0.99126,                0.96693,                0.96954,                0.98502,                0.80306,                0.68622,                0.33832,                0.93498,               0.008812,               0.008812,               0.008812
                     62,                0.81091,                0.46823,                0.99024,                0.97052,                0.97069,                0.98519,                0.80156,                0.69602,                0.34788,                0.93772,              0.0087922,              0.0087922,              0.0087922
                     63,                0.81456,                0.46587,                0.99245,                0.96417,                0.97204,                0.98411,                0.80259,                0.69467,                0.34896,                0.93613,              0.0087724,              0.0087724,              0.0087724
                     64,                0.80961,                0.46403,                0.99002,                0.96677,                 0.9768,                  0.985,                0.80353,                0.69388,                0.34565,                0.93446,              0.0087526,              0.0087526,              0.0087526
                     65,                0.80735,                0.46056,                 0.9917,                0.96883,                0.96784,                0.98134,                0.79805,                0.69673,                0.34576,                0.93474,              0.0087328,              0.0087328,              0.0087328
                     66,                0.81281,                0.46661,                0.99249,                0.97039,                0.96388,                0.97983,                0.79646,                0.69414,                0.34381,                0.93644,               0.008713,               0.008713,               0.008713
                     67,                0.80336,                0.45852,                0.99031,                0.96973,                0.97569,                0.98433,                0.80201,                0.68184,                0.34234,                0.93118,              0.0086932,              0.0086932,              0.0086932
                     68,                0.80759,                0.46031,                0.98576,                0.95933,                0.98273,                0.98571,                0.80586,                0.68262,                0.33553,                0.93223,              0.0086734,              0.0086734,              0.0086734
                     69,                0.80594,                0.46141,                0.99072,                0.96856,                0.97335,                 0.9854,                0.80366,                0.69966,                0.35044,                0.93716,              0.0086536,              0.0086536,              0.0086536
                     70,                0.80498,                0.45698,                0.98611,                0.96893,                 0.9704,                0.98429,                0.80374,                0.68266,                0.33425,                0.92969,              0.0086338,              0.0086338,              0.0086338
                     71,                0.80348,                 0.4557,                0.98773,                0.96541,                0.97528,                0.98624,                0.80751,                0.68546,                0.33767,                 0.9309,               0.008614,               0.008614,               0.008614
                     72,                0.80433,                0.45504,                0.98925,                0.96544,                0.97565,                0.98368,                0.80098,                 0.6958,                0.34445,                0.93425,              0.0085942,              0.0085942,              0.0085942
                     73,                0.80577,                0.45511,                0.98991,                0.96877,                0.96851,                0.98149,                0.80169,                0.68847,                0.33572,                0.93119,              0.0085744,              0.0085744,              0.0085744
                     74,                0.79627,                0.44701,                0.98543,                0.97183,                0.96903,                0.98458,                0.80517,                0.68276,                 0.3353,                0.92918,              0.0085546,              0.0085546,              0.0085546
                     75,                 0.7992,                0.45018,                0.98538,                0.96581,                0.97614,                0.98384,                0.80262,                0.68353,                0.33191,                0.92933,              0.0085348,              0.0085348,              0.0085348
                     76,                0.79936,                0.45464,                0.98726,                0.96719,                0.97873,                0.98477,                 0.8076,                0.67999,                0.33079,                0.92961,               0.008515,               0.008515,               0.008515
                     77,                0.79959,                0.44875,                0.98569,                0.96982,                0.97208,                0.98531,                0.80195,                0.69073,                  0.342,                0.93158,              0.0084952,              0.0084952,              0.0084952
                     78,                0.80196,                 0.4523,                0.99235,                0.97173,                0.97281,                0.98373,                0.80136,                0.68757,                0.33264,                0.93042,              0.0084754,              0.0084754,              0.0084754
                     79,                0.79956,                0.44651,                0.98542,                0.96465,                0.97734,                0.98446,                0.80705,                0.68435,                0.33483,                0.92766,              0.0084556,              0.0084556,              0.0084556
                     80,                0.80311,                0.44985,                0.98851,                 0.9672,                0.97598,                0.98523,                 0.8114,                0.67636,                0.32561,                0.92587,              0.0084358,              0.0084358,              0.0084358
                     81,                0.79448,                0.44596,                0.98452,                0.96896,                0.97822,                0.98561,                0.81132,                0.68599,                0.33639,                0.92872,               0.008416,               0.008416,               0.008416
                     82,                0.79608,                0.44311,                0.98348,                0.97018,                 0.9762,                  0.985,                0.81455,                0.67538,                0.32981,                0.92467,              0.0083962,              0.0083962,              0.0083962
                     83,                0.79356,                 0.4446,                0.98481,                0.96928,                0.97716,                0.98585,                0.81046,                0.68014,                0.32757,                0.92763,              0.0083764,              0.0083764,              0.0083764
                     84,                0.79011,                0.44245,                 0.9831,                0.96566,                0.97881,                0.98498,                0.80811,                0.68083,                0.32927,                0.92841,              0.0083566,              0.0083566,              0.0083566
                     85,                  0.794,                0.44498,                0.98755,                0.97178,                 0.9758,                0.98592,                0.81327,                 0.6707,                0.32282,                0.92441,              0.0083368,              0.0083368,              0.0083368
                     86,                 0.7889,                0.43716,                0.98012,                0.96325,                0.98105,                0.98524,                0.81147,                0.67415,                0.32466,                0.92603,               0.008317,               0.008317,               0.008317
                     87,                0.79299,                0.44183,                0.98351,                0.97183,                0.97931,                0.98474,                0.81282,                0.67468,                0.32348,                0.92732,              0.0082972,              0.0082972,              0.0082972
                     88,                0.78445,                0.43456,                0.97527,                0.97047,                0.97485,                 0.9847,                0.81438,                0.67207,                 0.3229,                 0.9242,              0.0082774,              0.0082774,              0.0082774
                     89,                0.79071,                0.43823,                0.98288,                0.97138,                0.97817,                0.98538,                0.81522,                0.67216,                0.32333,                0.92323,              0.0082576,              0.0082576,              0.0082576
                     90,                0.78902,                0.43859,                0.98166,                0.96777,                0.98251,                0.98545,                0.81202,                0.68075,                0.32596,                0.92517,              0.0082378,              0.0082378,              0.0082378
                     91,                0.78855,                0.43839,                0.97986,                0.97199,                0.97958,                0.98613,                0.81363,                0.67928,                0.32864,                0.92523,               0.008218,               0.008218,               0.008218
                     92,                0.78523,                0.43356,                0.98232,                0.96957,                0.97803,                0.98557,                0.81482,                0.67692,                0.32344,                0.92635,              0.0081982,              0.0081982,              0.0081982
                     93,                0.78925,                0.43223,                0.98246,                0.97061,                0.98043,                0.98607,                0.81642,                0.67223,                0.32091,                0.92421,              0.0081784,              0.0081784,              0.0081784
                     94,                0.78285,                0.43584,                0.97736,                0.96985,                0.97813,                0.98593,                0.81413,                0.67119,                0.32284,                0.92337,              0.0081586,              0.0081586,              0.0081586
                     95,                0.78392,                0.43324,                0.97888,                0.97497,                0.97821,                0.98605,                0.81801,                0.66991,                 0.3198,                0.92322,              0.0081388,              0.0081388,              0.0081388
                     96,                0.78322,                0.43006,                 0.9789,                0.97408,                0.97809,                0.98654,                0.81703,                0.67196,                0.31814,                0.92415,               0.008119,               0.008119,               0.008119
                     97,                0.78664,                0.43475,                0.98018,                0.97019,                0.97582,                0.98672,                0.81672,                0.67074,                0.31823,                0.92391,              0.0080992,              0.0080992,              0.0080992
                     98,                 0.7807,                0.42979,                0.97983,                0.96138,                0.98373,                0.98481,                0.81567,                0.67112,                0.31667,                0.92329,              0.0080794,              0.0080794,              0.0080794
                     99,                0.78279,                0.43148,                   0.98,                0.96357,                0.97822,                0.98582,                0.81776,                 0.6668,                0.31332,                0.92118,              0.0080596,              0.0080596,              0.0080596
                    100,                0.78184,                0.42912,                0.97847,                0.96513,                0.98176,                0.98599,                0.82353,                0.66072,                0.31091,                 0.9186,              0.0080398,              0.0080398,              0.0080398
                    101,                0.78058,                0.42841,                0.97732,                0.96372,                0.98021,                 0.9863,                0.82151,                0.66213,                0.31231,                 0.9194,                0.00802,                0.00802,                0.00802
                    102,                0.77858,                0.42996,                0.97625,                0.97505,                0.97676,                0.98709,                0.82068,                0.66911,                0.31506,                0.92058,              0.0080002,              0.0080002,              0.0080002
                    103,                0.77436,                0.42565,                0.97638,                0.97457,                0.97503,                0.98656,                 0.8211,                0.66572,                0.31376,                0.91871,              0.0079804,              0.0079804,              0.0079804
                    104,                0.77675,                0.42543,                0.97575,                0.97164,                0.97802,                0.98693,                0.82193,                0.66386,                0.31451,                0.91922,              0.0079606,              0.0079606,              0.0079606
                    105,                0.77602,                0.42407,                0.97519,                0.97394,                0.97911,                0.98713,                0.82132,                0.66364,                0.31337,                0.91779,              0.0079408,              0.0079408,              0.0079408
                    106,                0.77755,                0.42672,                0.97573,                 0.9732,                0.97987,                0.98687,                0.81871,                0.66181,                 0.3109,                0.91704,               0.007921,               0.007921,               0.007921
                    107,                0.77428,                0.42359,                0.97958,                0.97219,                0.98141,                0.98691,                0.82008,                0.65959,                0.31032,                 0.9157,              0.0079012,              0.0079012,              0.0079012
                    108,                0.78092,                0.42866,                0.97881,                0.97368,                0.98126,                0.98609,                0.81991,                0.65327,                0.30683,                0.91388,              0.0078814,              0.0078814,              0.0078814
                    109,                0.77937,                0.42696,                0.97635,                 0.9755,                0.97811,                0.98647,                0.82014,                0.65844,                0.31261,                0.91542,              0.0078616,              0.0078616,              0.0078616
                    110,                0.77767,                0.42626,                0.97547,                  0.975,                0.97863,                0.98757,                0.81919,                0.65759,                0.30935,                0.91633,              0.0078418,              0.0078418,              0.0078418
                    111,                 0.7768,                0.42382,                0.97607,                0.96868,                0.98205,                0.98682,                0.81971,                  0.655,                 0.3061,                0.91438,               0.007822,               0.007822,               0.007822
                    112,                0.77383,                0.42291,                0.97565,                0.97234,                0.97763,                0.98704,                0.82065,                0.65259,                0.30494,                0.91379,              0.0078022,              0.0078022,              0.0078022
                    113,                0.77506,                 0.4206,                0.97609,                0.96944,                0.97922,                0.98652,                0.81709,                0.65983,                0.31056,                0.91573,              0.0077824,              0.0077824,              0.0077824
                    114,                0.77263,                0.41831,                0.97329,                0.97043,                0.97722,                 0.9868,                0.82064,                0.65669,                 0.3072,                0.91458,              0.0077626,              0.0077626,              0.0077626
                    115,                0.77476,                0.42011,                0.97341,                0.97181,                0.97894,                0.98633,                0.82124,                0.64952,                0.30131,                0.91308,              0.0077428,              0.0077428,              0.0077428
                    116,                0.77557,                0.41966,                0.97634,                0.97153,                0.97997,                0.98626,                0.82172,                0.65073,                0.30241,                0.91244,               0.007723,               0.007723,               0.007723
                    117,                 0.7732,                0.41895,                0.97603,                0.97451,                0.97871,                0.98678,                0.82398,                 0.6496,                0.29953,                0.91152,              0.0077032,              0.0077032,              0.0077032
                    118,                0.77011,                 0.4166,                0.97122,                 0.9703,                 0.9803,                0.98652,                0.82219,                0.64974,                0.30063,                0.91211,              0.0076834,              0.0076834,              0.0076834
                    119,                0.76846,                0.41545,                0.97148,                0.97355,                0.97813,                0.98685,                0.82512,                0.64832,                0.29853,                 0.9112,              0.0076636,              0.0076636,              0.0076636
                    120,                0.76901,                0.41366,                0.97567,                0.97492,                0.97858,                0.98709,                 0.8247,                 0.6482,                0.29858,                0.91038,              0.0076438,              0.0076438,              0.0076438
                    121,                0.76863,                0.41921,                0.97337,                0.97309,                0.97883,                0.98697,                0.82435,                0.64994,                0.29878,                0.91144,               0.007624,               0.007624,               0.007624
                    122,                0.76921,                0.41651,                0.97348,                0.97013,                0.98274,                0.98638,                0.82394,                0.64677,                0.29811,                0.91007,              0.0076042,              0.0076042,              0.0076042
                    123,                 0.7665,                0.41313,                0.96886,                0.97039,                0.98357,                0.98663,                0.82528,                0.64454,                0.29779,                0.90874,              0.0075844,              0.0075844,              0.0075844
                    124,                0.76666,                0.41448,                0.96963,                0.97189,                0.98236,                0.98675,                0.82448,                0.64413,                0.29571,                0.90884,              0.0075646,              0.0075646,              0.0075646
                    125,                0.76816,                0.41295,                 0.9699,                0.97257,                0.98086,                0.98683,                 0.8243,                0.64249,                0.29307,                0.90764,              0.0075448,              0.0075448,              0.0075448
                    126,                 0.7621,                0.41281,                0.96836,                0.97515,                 0.9812,                0.98702,                0.82401,                0.64311,                0.29268,                0.90734,               0.007525,               0.007525,               0.007525
                    127,                0.76596,                0.41358,                0.97002,                0.97602,                0.97921,                0.98728,                0.82604,                0.64088,                0.29144,                0.90671,              0.0075052,              0.0075052,              0.0075052
                    128,                0.76574,                0.41175,                0.97048,                0.97498,                0.98153,                0.98697,                0.82506,                0.64142,                0.29174,                0.90708,              0.0074854,              0.0074854,              0.0074854
                    129,                0.76559,                0.41267,                0.96886,                 0.9781,                0.97886,                0.98695,                0.82588,                0.64188,                0.29224,                0.90745,              0.0074656,              0.0074656,              0.0074656
                    130,                  0.762,                0.41028,                0.97166,                0.97667,                0.97845,                0.98704,                0.82679,                 0.6387,                0.28989,                0.90645,              0.0074458,              0.0074458,              0.0074458
                    131,                0.76328,                 0.4092,                0.97079,                0.97644,                0.97743,                 0.9868,                0.82751,                0.64027,                0.29291,                0.90684,               0.007426,               0.007426,               0.007426
                    132,                0.76241,                0.41015,                0.96851,                 0.9776,                0.97867,                0.98695,                0.82732,                0.64267,                0.29505,                0.90699,              0.0074062,              0.0074062,              0.0074062
                    133,                0.76561,                0.41088,                0.97373,                0.97182,                0.98276,                0.98665,                 0.8263,                0.64218,                 0.2946,                0.90666,              0.0073864,              0.0073864,              0.0073864
                    134,                0.76011,                0.40735,                0.96907,                0.97089,                0.98163,                0.98679,                0.82742,                 0.6403,                0.29321,                 0.9065,              0.0073666,              0.0073666,              0.0073666
                    135,                0.75797,                0.40522,                0.96509,                0.97148,                0.98562,                 0.9874,                0.82792,                0.64166,                0.29385,                0.90688,              0.0073468,              0.0073468,              0.0073468
                    136,                0.76184,                0.40886,                0.96737,                 0.9726,                0.98198,                0.98759,                0.82909,                0.63991,                0.29246,                0.90628,               0.007327,               0.007327,               0.007327
                    137,                0.75738,                0.40792,                0.96815,                0.97065,                0.98377,                0.98792,                0.82895,                0.63943,                0.29232,                0.90581,              0.0073072,              0.0073072,              0.0073072
                    138,                0.75817,                0.40569,                0.96521,                0.96969,                0.98342,                0.98775,                0.82791,                0.63973,                0.29204,                0.90554,              0.0072874,              0.0072874,              0.0072874
                    139,                0.76411,                 0.4099,                0.96691,                 0.9719,                0.98232,                0.98817,                0.82836,                0.64021,                 0.2925,                0.90552,              0.0072676,              0.0072676,              0.0072676
                    140,                0.75924,                0.40751,                0.96568,                 0.9696,                0.98656,                0.98816,                0.82744,                 0.6383,                0.29036,                0.90461,              0.0072478,              0.0072478,              0.0072478
                    141,                0.75497,                0.40475,                 0.9656,                0.96998,                0.98583,                0.98772,                0.82905,                0.63732,                0.29003,                0.90443,               0.007228,               0.007228,               0.007228
                    142,                0.76034,                0.40669,                0.96939,                0.97101,                0.98579,                0.98757,                0.82907,                0.63572,                0.28864,                0.90381,              0.0072082,              0.0072082,              0.0072082
