                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.8819,                 3.4197,                 2.3564,                0.36879,                0.18716,                0.08926,                0.04878,                 1.7345,                 3.1858,                 2.5677,               0.008416,               0.008416,               0.008416
                     26,                 1.9242,                 3.4885,                 2.4617,                0.44018,                0.09779,                0.07862,                0.03986,                 1.8025,                 3.5255,                 2.5378,                0.00835,                0.00835,                0.00835
                     27,                 1.8227,                 3.3024,                 2.3558,                 0.1164,                0.36331,                0.10128,                0.05268,                 1.7872,                 6.6966,                 2.5603,               0.008284,               0.008284,               0.008284
                     28,                 1.9078,                 3.4161,                 2.4658,                0.31391,                0.20167,                0.10047,                0.03646,                 2.2472,                 3.3179,                 2.9028,               0.008218,               0.008218,               0.008218
                     29,                 1.7317,                 3.2788,                 2.2646,                0.15874,                0.33852,                0.09216,                 0.0449,                 1.8537,                 3.8076,                 2.5907,               0.008152,               0.008152,               0.008152
                     30,                 1.7695,                 3.2461,                 2.2978,                0.15595,                0.36817,                0.12764,                0.05605,                 2.0455,                 4.1586,                 2.8163,               0.008086,               0.008086,               0.008086
                     31,                 1.8058,                 3.2533,                 2.4232,                0.49316,                0.20664,                0.14205,                0.06737,                 1.9201,                 3.3639,                 2.6754,                0.00802,                0.00802,                0.00802
                     32,                 1.7234,                 3.2142,                 2.3083,                0.51094,                0.18932,                0.16548,                0.10431,                 1.5835,                 2.9699,                 2.4468,               0.007954,               0.007954,               0.007954
                     33,                 1.6579,                 3.1914,                 2.1846,                 0.6553,                0.13543,                0.18547,                 0.1179,                 1.4234,                 2.9594,                 2.2407,               0.007888,               0.007888,               0.007888
                     34,                 1.7447,                 3.0976,                 2.2229,                0.41317,                0.26899,                0.24668,                0.14507,                 1.4786,                 2.5857,                 2.2969,               0.007822,               0.007822,               0.007822
                     35,                 1.6403,                 2.9942,                 2.2206,                0.52439,                0.21556,                0.26726,                0.16088,                 1.4932,                 2.6122,                 2.3459,               0.007756,               0.007756,               0.007756
                     36,                 1.5699,                 2.9107,                 2.1549,                0.43558,                0.39721,                0.27412,                0.15764,                 1.5895,                 2.5761,                 2.3577,                0.00769,                0.00769,                0.00769
                     37,                 1.6773,                 3.0303,                 2.2697,                0.44784,                0.40558,                0.27685,                0.14954,                 1.7003,                 2.6038,                 2.4389,               0.007624,               0.007624,               0.007624
                     38,                  1.582,                 2.8432,                  2.159,                0.33267,                0.48271,                0.35193,                0.22106,                  1.465,                 2.4108,                 2.3314,               0.007558,               0.007558,               0.007558
                     39,                 1.5925,                  2.837,                 2.2197,                0.44173,                0.49795,                0.37442,                0.23791,                 1.4361,                 2.3392,                 2.2614,               0.007492,               0.007492,               0.007492
                     40,                 1.5382,                 2.7698,                 2.1283,                 0.7115,                 0.1763,                0.38474,                0.25625,                 1.2891,                 2.5716,                  2.101,               0.007426,               0.007426,               0.007426
                     41,                  1.594,                 2.7934,                 2.1009,                0.61003,                0.37448,                0.40121,                0.27185,                 1.3161,                 2.0894,                 2.0703,                0.00736,                0.00736,                0.00736
                     42,                 1.5513,                 2.7057,                 2.0676,                0.54689,                0.49011,                0.47484,                 0.3233,                 1.2713,                 2.0451,                 2.0505,               0.007294,               0.007294,               0.007294
                     43,                 1.4734,                 2.5587,                 1.9982,                0.57305,                0.46038,                0.47947,                0.31515,                 1.3639,                 2.0548,                 2.1668,               0.007228,               0.007228,               0.007228
                     44,                 1.5976,                 2.6311,                 2.1409,                0.55866,                0.38423,                0.41577,                0.25502,                 1.4363,                 2.3119,                 2.1696,               0.007162,               0.007162,               0.007162
                     45,                 1.5684,                 2.6132,                 2.1352,                0.57989,                0.40476,                0.43153,                0.27796,                 1.3302,                 2.1997,                  2.054,               0.007096,               0.007096,               0.007096
                     46,                 1.4634,                 2.5236,                 2.0945,                0.66065,                0.46773,                0.49792,                0.34055,                 1.2505,                 2.1445,                   2.01,                0.00703,                0.00703,                0.00703
                     47,                 1.5274,                 2.5343,                 2.0934,                0.66191,                0.43952,                0.53132,                0.37408,                 1.2467,                 2.1025,                 2.0302,               0.006964,               0.006964,               0.006964
                     48,                 1.4612,                 2.4727,                 2.0261,                0.59043,                0.52645,                0.54109,                0.35877,                 1.3604,                 1.9114,                 2.1418,               0.006898,               0.006898,               0.006898
                     49,                 1.4423,                 2.4525,                 2.0141,                0.67472,                0.47503,                0.54347,                0.37706,                  1.277,                 2.0289,                  2.055,               0.006832,               0.006832,               0.006832
                     50,                  1.522,                 2.4596,                 2.0288,                0.60125,                0.52847,                0.56049,                  0.385,                 1.2564,                 1.9745,                 2.0143,               0.006766,               0.006766,               0.006766
                     51,                 1.4942,                 2.4049,                 2.0503,                0.50591,                0.56368,                0.53679,                0.36425,                 1.2916,                 2.1766,                 2.0667,                 0.0067,                 0.0067,                 0.0067
                     52,                 1.4139,                 2.2945,                 1.9749,                0.73538,                0.48723,                0.59207,                0.40852,                 1.2707,                 1.9993,                  2.054,               0.006634,               0.006634,               0.006634
