                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.88684,                0.60116,                 1.0269,                0.94527,                0.93709,                0.97396,                0.77472,                0.74312,                0.43948,                0.96553,                0.00802,                0.00802,                0.00802
                     22,                  0.884,                0.58782,                 1.0214,                0.94061,                 0.9409,                0.97482,                0.78111,                0.72236,                0.41623,                0.95458,               0.007921,               0.007921,               0.007921
                     23,                 0.8834,                0.58859,                 1.0232,                0.93568,                0.95539,                0.97153,                0.77129,                0.73676,                 0.4258,                0.96522,               0.007822,               0.007822,               0.007822
                     24,                0.87386,                0.57668,                 1.0213,                0.94981,                0.93943,                0.97092,                0.76558,                0.75901,                0.42081,                0.96863,               0.007723,               0.007723,               0.007723
                     25,                0.86817,                0.56756,                 1.0154,                0.95257,                0.95007,                0.97803,                0.78051,                0.73193,                0.41769,                0.95992,               0.007624,               0.007624,               0.007624
                     26,                0.87042,                0.56562,                 1.0181,                 0.9518,                0.94451,                0.98093,                0.79327,                0.71163,                0.39748,                0.95543,               0.007525,               0.007525,               0.007525
                     27,                0.86195,                0.55859,                 1.0166,                0.94745,                0.95419,                0.97618,                0.78236,                 0.7229,                0.40716,                0.95276,               0.007426,               0.007426,               0.007426
                     28,                0.85926,                0.55179,                 1.0126,                0.95544,                0.95998,                0.97613,                0.78378,                0.72687,                0.40185,                0.95679,               0.007327,               0.007327,               0.007327
                     29,                0.85736,                0.54909,                 1.0107,                0.95906,                 0.9511,                0.97956,                 0.7918,                  0.705,                0.38923,                 0.9492,               0.007228,               0.007228,               0.007228
                     30,                0.85788,                0.54308,                 1.0128,                0.96278,                0.96076,                 0.9811,                0.79273,                0.71307,                0.39309,                0.95017,               0.007129,               0.007129,               0.007129
                     31,                0.85247,                0.53681,                 1.0116,                0.95765,                0.96069,                 0.9812,                 0.7974,                0.70303,                0.38199,                0.94627,                0.00703,                0.00703,                0.00703
                     32,                0.84656,                0.52925,                 1.0062,                0.95998,                0.94328,                0.97283,                 0.7808,                0.72051,                0.39253,                0.95252,               0.006931,               0.006931,               0.006931
                     33,                0.84556,                0.53136,                 1.0085,                0.95513,                0.95954,                0.97759,                0.77739,                0.72426,                 0.3927,                0.95503,               0.006832,               0.006832,               0.006832
                     34,                0.84713,                0.53019,                 1.0103,                0.95907,                0.95662,                0.98017,                0.78554,                0.71944,                0.39587,                0.95191,               0.006733,               0.006733,               0.006733
                     35,                0.84275,                0.51752,                 1.0031,                0.95969,                0.96057,                0.98139,                0.79195,                0.70727,                0.37499,                0.94696,               0.006634,               0.006634,               0.006634
                     36,                0.84089,                0.51867,                 1.0039,                0.95874,                0.96821,                0.98231,                0.78482,                0.73395,                0.38905,                0.95469,               0.006535,               0.006535,               0.006535
                     37,                0.83955,                 0.5157,                 1.0021,                0.97037,                0.95998,                0.98387,                0.77108,                0.77822,                0.42686,                0.97046,               0.006436,               0.006436,               0.006436
                     38,                0.83434,                0.51232,                  1.003,                0.95941,                0.96171,                0.98183,                0.79469,                0.70299,                0.37652,                0.94251,               0.006337,               0.006337,               0.006337
                     39,                0.83453,                0.50719,                  1.003,                0.96688,                0.96804,                0.98158,                0.78929,                0.71031,                0.38429,                0.94562,               0.006238,               0.006238,               0.006238
                     40,                0.83451,                0.50599,                 1.0049,                0.95871,                0.96633,                0.98181,                0.79479,                 0.6971,                0.36325,                0.94223,               0.006139,               0.006139,               0.006139
                     41,                0.82741,                0.49956,                0.99915,                0.96218,                0.95997,                0.97982,                0.78314,                0.72546,                0.37758,                0.94978,                0.00604,                0.00604,                0.00604
                     42,                0.82326,                 0.4939,                0.99619,                 0.9673,                0.97223,                0.98414,                0.80272,                 0.6928,                0.35752,                0.93963,               0.005941,               0.005941,               0.005941
                     43,                0.82571,                 0.4974,                      1,                 0.9654,                0.96581,                0.98362,                0.78144,                0.74195,                 0.3911,                0.95961,               0.005842,               0.005842,               0.005842
                     44,                0.82509,                0.49179,                0.99764,                0.95668,                0.97485,                0.98431,                0.79291,                0.71039,                0.36434,                0.94388,               0.005743,               0.005743,               0.005743
                     45,                0.82313,                 0.4917,                0.99868,                0.95761,                0.97726,                0.98416,                0.79558,                0.70006,                0.36218,                0.94253,               0.005644,               0.005644,               0.005644
                     46,                0.81818,                  0.488,                0.99494,                0.96825,                0.96979,                0.98529,                0.79516,                0.70644,                0.36665,                0.94275,               0.005545,               0.005545,               0.005545
                     47,                0.82228,                0.48734,                0.99819,                 0.9642,                0.97011,                0.98455,                0.79071,                0.71864,                0.37883,                0.94684,               0.005446,               0.005446,               0.005446
                     48,                0.81856,                0.48664,                0.99509,                0.96827,                 0.9647,                0.98426,                 0.7964,                 0.6986,                0.36502,                0.93987,               0.005347,               0.005347,               0.005347
                     49,                0.81787,                0.48255,                0.99469,                0.96531,                0.97597,                0.98405,                0.79009,                 0.7284,                0.37989,                0.94877,               0.005248,               0.005248,               0.005248
                     50,                0.81661,                0.48152,                0.99715,                0.96699,                0.96905,                0.98495,                0.79851,                0.70274,                0.36431,                0.93952,               0.005149,               0.005149,               0.005149
                     51,                 0.8155,                0.48377,                0.99542,                 0.9662,                0.97123,                0.98505,                0.79528,                0.71095,                0.36582,                0.94344,                0.00505,                0.00505,                0.00505
                     52,                0.81213,                 0.4766,                  0.994,                0.96242,                0.97646,                0.98436,                0.79336,                0.71208,                0.37111,                0.94338,               0.004951,               0.004951,               0.004951
                     53,                0.80608,                0.46978,                0.98793,                0.96987,                0.97235,                0.98572,                0.79751,                 0.7038,                0.35805,                0.93719,               0.004852,               0.004852,               0.004852
                     54,                0.80415,                0.46984,                 0.9906,                0.97165,                0.97218,                0.98594,                0.80215,                0.68886,                0.34423,                0.93365,               0.004753,               0.004753,               0.004753
                     55,                0.80436,                  0.467,                0.99007,                0.96306,                0.97352,                0.98501,                0.78949,                0.71412,                0.36135,                0.94567,               0.004654,               0.004654,               0.004654
                     56,                0.80066,                0.46264,                0.98886,                0.97244,                0.96388,                0.98379,                0.79492,                0.70594,                 0.3555,                0.93965,               0.004555,               0.004555,               0.004555
                     57,                 0.8057,                 0.4686,                 0.9893,                0.97185,                0.96838,                0.98433,                0.79378,                0.70216,                0.35518,                0.93981,               0.004456,               0.004456,               0.004456
                     58,                0.80046,                 0.4624,                0.98929,                0.97086,                0.97356,                 0.9848,                0.79698,                 0.6999,                0.35211,                0.93646,               0.004357,               0.004357,               0.004357
                     59,                0.80338,                0.46376,                0.98507,                0.96692,                 0.9743,                0.98486,                0.79493,                0.71211,                0.36091,                0.93991,               0.004258,               0.004258,               0.004258
                     60,                0.79814,                0.45855,                 0.9855,                0.96816,                0.97583,                0.98574,                0.79803,                0.69542,                0.34628,                0.93481,               0.004159,               0.004159,               0.004159
                     61,                0.79269,                0.45696,                0.98516,                0.97466,                0.96877,                0.98569,                0.80314,                0.69225,                0.34621,                0.93361,                0.00406,                0.00406,                0.00406
                     62,                0.79403,                0.45593,                 0.9832,                0.96831,                0.97621,                0.98683,                0.80242,                0.69902,                0.35052,                0.93433,               0.003961,               0.003961,               0.003961
                     63,                0.79655,                0.45403,                0.98551,                0.97411,                0.97449,                0.98435,                 0.8008,                0.69772,                0.34661,                0.93427,               0.003862,               0.003862,               0.003862
