                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                   0.79,                0.43739,                0.95989,                0.96681,                0.97305,                0.98463,                0.80431,                0.69268,                0.34599,                0.90504,               0.009571,               0.009571,               0.009571
                     15,                0.78458,                0.43591,                0.95731,                0.96827,                0.97934,                0.98491,                0.80131,                0.70119,                0.35923,                0.90441,               0.009538,               0.009538,               0.009538
                     16,                0.78524,                0.43767,                0.95818,                 0.9699,                0.96754,                0.98712,                0.81036,                0.68405,                0.34186,                0.90118,               0.009505,               0.009505,               0.009505
                     17,                0.78714,                0.43684,                0.95969,                0.96129,                0.96432,                0.98527,                0.80019,                0.71474,                0.36794,                0.91062,               0.009472,               0.009472,               0.009472
                     18,                0.78674,                0.43948,                0.95915,                0.96718,                0.97326,                 0.9859,                0.80388,                0.69832,                0.34794,                0.90547,               0.009439,               0.009439,               0.009439
                     19,                0.78289,                0.43891,                0.95369,                0.95581,                0.97006,                0.98719,                0.79941,                0.69067,                0.34201,                0.90428,               0.009406,               0.009406,               0.009406
                     20,                0.78103,                0.43317,                0.95488,                0.96772,                0.97163,                0.98691,                0.81469,                0.66798,                0.33878,                0.89597,               0.009373,               0.009373,               0.009373
                     21,                0.78121,                0.43467,                0.95524,                0.96777,                0.97288,                0.98708,                0.80872,                0.69577,                0.35178,                 0.9005,                0.00934,                0.00934,                0.00934
                     22,                0.77973,                0.43019,                 0.9534,                0.97189,                0.96636,                0.98712,                 0.8056,                0.69196,                0.34089,                0.90328,               0.009307,               0.009307,               0.009307
                     23,                0.78495,                0.43579,                0.95536,                0.97158,                0.97559,                 0.9861,                0.80561,                0.68458,                0.34562,                0.90014,               0.009274,               0.009274,               0.009274
                     24,                0.78099,                0.43221,                0.95422,                0.96937,                0.96859,                0.98643,                0.80537,                0.69894,                0.34283,                0.90205,               0.009241,               0.009241,               0.009241
                     25,                0.77938,                0.42911,                 0.9523,                0.96562,                 0.9769,                0.98685,                0.79986,                0.70262,                0.34813,                 0.9043,               0.009208,               0.009208,               0.009208
                     26,                 0.7818,                 0.4319,                 0.9556,                0.96203,                0.98103,                0.98547,                0.81408,                0.67019,                0.33197,                 0.8943,               0.009175,               0.009175,               0.009175
                     27,                0.78093,                0.43327,                0.95605,                0.96416,                0.97575,                0.98603,                0.80802,                0.68642,                0.34204,                0.89862,               0.009142,               0.009142,               0.009142
                     28,                0.77741,                0.43151,                0.95268,                0.96948,                0.97599,                0.98743,                0.81723,                0.66994,                 0.3261,                0.89219,               0.009109,               0.009109,               0.009109
                     29,                0.77732,                 0.4311,                0.95131,                0.96087,                0.97762,                0.98677,                0.81386,                0.68007,                0.34338,                0.89504,               0.009076,               0.009076,               0.009076
                     30,                0.78112,                0.43097,                0.95372,                0.96446,                0.97189,                  0.988,                0.80933,                0.69659,                0.34494,                 0.9028,               0.009043,               0.009043,               0.009043
                     31,                0.77896,                 0.4294,                0.95513,                0.96937,                0.97158,                0.98816,                 0.8119,                0.67494,                0.33496,                0.89574,                0.00901,                0.00901,                0.00901
                     32,                0.77519,                 0.4286,                0.95022,                0.96714,                0.97575,                0.98776,                0.80627,                0.69073,                0.34318,                0.90064,               0.008977,               0.008977,               0.008977
                     33,                0.77668,                0.42783,                0.95497,                0.96825,                 0.9764,                 0.9877,                0.80285,                0.69463,                0.34083,                0.90264,               0.008944,               0.008944,               0.008944
                     34,                0.77948,                0.43415,                0.95593,                0.97186,                0.97284,                  0.988,                0.81539,                0.67451,                0.33478,                0.89435,               0.008911,               0.008911,               0.008911
                     35,                0.77589,                0.42434,                0.95081,                0.97085,                0.97306,                0.98817,                0.81472,                0.66513,                0.32275,                0.89094,               0.008878,               0.008878,               0.008878
                     36,                0.77667,                0.42894,                0.95299,                  0.962,                 0.9777,                 0.9875,                0.81395,                0.68501,                0.33318,                0.89878,               0.008845,               0.008845,               0.008845
                     37,                0.77827,                0.42971,                0.95272,                0.97188,                0.98128,                0.98813,                0.80782,                0.68974,                0.33612,                0.89902,               0.008812,               0.008812,               0.008812
                     38,                 0.7726,                0.42791,                0.95123,                0.96819,                0.97304,                0.98742,                0.80797,                0.68718,                0.33722,                0.89982,               0.008779,               0.008779,               0.008779
                     39,                0.77401,                0.42636,                0.95259,                0.97228,                0.98153,                0.98639,                0.81339,                0.66674,                0.32682,                0.89279,               0.008746,               0.008746,               0.008746
                     40,                0.77584,                0.42642,                0.95533,                0.96918,                0.97588,                0.98802,                0.81372,                0.66895,                0.32661,                0.89387,               0.008713,               0.008713,               0.008713
                     41,                0.77307,                0.42337,                 0.9511,                0.97418,                0.97895,                0.98842,                0.81313,                0.66321,                0.32171,                0.89175,                0.00868,                0.00868,                0.00868
                     42,                0.76942,                0.42304,                0.94909,                0.97008,                0.97653,                0.98742,                0.81225,                0.66628,                0.32578,                0.88907,               0.008647,               0.008647,               0.008647
                     43,                0.77271,                0.42683,                0.95234,                 0.9684,                0.98107,                0.98714,                0.80642,                0.69295,                0.34437,                0.90064,               0.008614,               0.008614,               0.008614
                     44,                0.77326,                0.42328,                0.95152,                0.96946,                0.96999,                0.98705,                0.80475,                0.68661,                0.33783,                0.90044,               0.008581,               0.008581,               0.008581
                     45,                0.77319,                0.42468,                0.95252,                0.96804,                0.97796,                0.98735,                0.81087,                0.68034,                0.33505,                0.89467,               0.008548,               0.008548,               0.008548
