                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.70832,                0.47577,                0.99985,                0.99633,                0.99955,                  0.995,                0.88729,                0.51395,                0.27062,                0.86934,              0.0070102,              0.0070102,              0.0070102
                    153,                0.70712,                0.47539,                 0.9982,                0.99584,                0.99864,                  0.995,                0.89023,                0.50568,                0.26918,                0.86369,              0.0069904,              0.0069904,              0.0069904
                    154,                0.70359,                0.48144,                 1.0034,                0.99697,                0.99828,                  0.995,                0.89565,                0.48023,                 0.2634,                 0.8566,              0.0069706,              0.0069706,              0.0069706
                    155,                0.69411,                0.46448,                0.98965,                0.99575,                0.99843,                0.99464,                0.89404,                0.49178,                0.26589,                0.86483,              0.0069508,              0.0069508,              0.0069508
                    156,                0.68379,                0.47089,                0.99284,                0.99708,                0.99882,                  0.995,                0.89364,                0.48442,                0.25793,                0.85748,               0.006931,               0.006931,               0.006931
                    157,                0.68162,                0.46694,                0.99744,                0.99708,                0.99918,                  0.995,                0.89115,                0.49415,                 0.2621,                0.85859,              0.0069112,              0.0069112,              0.0069112
                    158,                0.68769,                 0.4596,                0.99138,                  0.997,                 0.9989,                  0.995,                 0.8876,                0.50215,                0.26326,                0.86454,              0.0068914,              0.0068914,              0.0068914
                    159,                0.68884,                0.46871,                0.99924,                0.99687,                0.99858,                0.99496,                0.89668,                 0.4815,                0.26051,                0.85362,              0.0068716,              0.0068716,              0.0068716
                    160,                0.68207,                0.47194,                0.99379,                0.99698,                0.99811,                  0.995,                  0.894,                0.48637,                 0.2597,                0.85375,              0.0068518,              0.0068518,              0.0068518
                    161,                0.66938,                0.45192,                0.98876,                 0.9972,                0.99842,                  0.995,                0.90053,                 0.4742,                 0.2579,                0.84811,               0.006832,               0.006832,               0.006832
                    162,                0.67182,                0.44732,                0.98857,                0.99656,                0.99839,                0.99486,                0.89838,                 0.4762,                0.26031,                0.84971,              0.0068122,              0.0068122,              0.0068122
                    163,                0.67234,                0.44429,                 0.9712,                0.99714,                 0.9981,                0.99499,                0.89442,                0.48673,                 0.2588,                0.85373,              0.0067924,              0.0067924,              0.0067924
                    164,                 0.6678,                 0.4534,                0.98569,                0.99723,                0.99899,                  0.995,                0.90316,                0.45858,                0.24895,                0.84302,              0.0067726,              0.0067726,              0.0067726
                    165,                0.67296,                0.44453,                0.98795,                0.99767,                 0.9989,                  0.995,                0.89108,                0.49932,                0.25667,                0.85924,              0.0067528,              0.0067528,              0.0067528
                    166,                0.65816,                0.44871,                0.98384,                 0.9974,                0.99895,                  0.995,                0.90028,                0.47441,                0.25167,                0.84785,               0.006733,               0.006733,               0.006733
                    167,                0.65749,                 0.4419,                0.97593,                0.99674,                0.99848,                  0.995,                0.90553,                0.45555,                0.24931,                0.83625,              0.0067132,              0.0067132,              0.0067132
                    168,                0.65936,                0.44845,                0.97673,                0.99755,                0.99846,                  0.995,                0.90261,                0.46381,                0.24762,                 0.8413,              0.0066934,              0.0066934,              0.0066934
                    169,                0.65514,                0.44169,                0.97189,                0.99689,                0.99924,                  0.995,                0.90738,                0.44558,                0.25021,                0.83517,              0.0066736,              0.0066736,              0.0066736
                    170,                0.64309,                0.44645,                0.97213,                 0.9975,                0.99922,                  0.995,                0.90449,                0.45659,                0.24969,                0.83399,              0.0066538,              0.0066538,              0.0066538
                    171,                 0.6605,                0.44538,                0.97051,                0.99682,                0.99876,                  0.995,                0.90002,                0.46538,                0.25503,                0.84314,               0.006634,               0.006634,               0.006634
                    172,                0.65451,                0.45031,                0.97535,                 0.9971,                0.99819,                  0.995,                0.90156,                0.45986,                0.25127,                0.84427,              0.0066142,              0.0066142,              0.0066142
                    173,                0.63703,                0.44913,                0.97425,                0.99727,                 0.9996,                  0.995,                0.90726,                0.44138,                0.24312,                0.83119,              0.0065944,              0.0065944,              0.0065944
                    174,                0.64472,                0.43961,                 0.9738,                0.99739,                0.99918,                  0.995,                0.90233,                0.46084,                0.24708,                 0.8433,              0.0065746,              0.0065746,              0.0065746
                    175,                0.65873,                0.44658,                0.97236,                0.99738,                0.99951,                  0.995,                0.91328,                0.43001,                0.24348,                0.82934,              0.0065548,              0.0065548,              0.0065548
                    176,                0.63758,                0.43409,                0.96361,                0.99762,                0.99847,                  0.995,                0.90996,                 0.4416,                0.24262,                0.82764,               0.006535,               0.006535,               0.006535
                    177,                0.63147,                0.43074,                0.96126,                0.99696,                0.99927,                  0.995,                0.90962,                  0.443,                0.24436,                0.83187,              0.0065152,              0.0065152,              0.0065152
                    178,                0.64015,                0.43636,                0.96305,                0.99662,                0.99796,                  0.995,                0.91035,                0.43956,                0.24286,                0.82497,              0.0064954,              0.0064954,              0.0064954
                    179,                 0.6338,                0.44152,                0.96263,                 0.9971,                0.99915,                  0.995,                0.91423,                0.42963,                0.24043,                0.82202,              0.0064756,              0.0064756,              0.0064756
                    180,                0.64049,                0.44826,                0.96961,                 0.9976,                0.99858,                  0.995,                 0.9144,                0.42599,                 0.2371,                0.82397,              0.0064558,              0.0064558,              0.0064558
                    181,                0.63207,                0.42933,                0.96515,                0.99713,                0.99919,                  0.995,                0.90531,                0.45572,                0.24549,                 0.8364,               0.006436,               0.006436,               0.006436
                    182,                0.64293,                0.44376,                0.96281,                0.99695,                 0.9996,                  0.995,                0.91476,                0.42826,                0.24013,                0.82266,              0.0064162,              0.0064162,              0.0064162
                    183,                 0.6261,                0.41675,                0.95666,                0.99723,                0.99921,                  0.995,                0.91442,                0.42146,                0.23914,                0.82004,              0.0063964,              0.0063964,              0.0063964
                    184,                0.62122,                0.43044,                0.95954,                0.99638,                0.99904,                0.99487,                0.91773,                0.41246,                 0.2359,                 0.8178,              0.0063766,              0.0063766,              0.0063766
                    185,                0.63097,                0.43226,                0.95832,                0.99698,                0.99915,                  0.995,                0.91782,                0.41576,                0.23472,                0.81853,              0.0063568,              0.0063568,              0.0063568
                    186,                0.62007,                0.42746,                0.96478,                0.99669,                0.99951,                  0.995,                0.90726,                0.43916,                0.24045,                0.82807,               0.006337,               0.006337,               0.006337
                    187,                0.61182,                0.42044,                0.95444,                0.99757,                0.99933,                  0.995,                0.91041,                0.43562,                0.23737,                0.82438,              0.0063172,              0.0063172,              0.0063172
                    188,                0.61744,                0.42308,                0.95059,                0.99698,                0.99947,                  0.995,                0.91374,                0.42459,                0.23511,                0.82431,              0.0062974,              0.0062974,              0.0062974
                    189,                0.62032,                0.42661,                0.95624,                0.99803,                0.99926,                  0.995,                0.91145,                0.42847,                0.23765,                0.82319,              0.0062776,              0.0062776,              0.0062776
                    190,                 0.6131,                0.42188,                0.96065,                0.99673,                 0.9987,                0.99499,                0.91489,                0.42446,                0.23874,                0.81991,              0.0062578,              0.0062578,              0.0062578
                    191,                0.62147,                0.42185,                 0.9604,                0.99745,                0.99879,                  0.995,                0.91739,                0.41537,                0.23352,                0.81934,               0.006238,               0.006238,               0.006238
                    192,                0.61338,                0.42903,                0.96177,                0.99649,                0.99944,                  0.995,                0.92001,                0.41286,                0.23109,                0.81555,              0.0062182,              0.0062182,              0.0062182
                    193,                0.60525,                0.42588,                0.95133,                0.99712,                0.99879,                  0.995,                0.92242,                0.40347,                0.22973,                0.80996,              0.0061984,              0.0061984,              0.0061984
                    194,                0.62556,                 0.4261,                0.96149,                0.99707,                0.99902,                  0.995,                0.91463,                0.42305,                0.23823,                0.81996,              0.0061786,              0.0061786,              0.0061786
                    195,                0.60257,                0.41729,                0.94905,                0.99766,                0.99919,                  0.995,                0.92244,                0.39964,                0.22812,                0.80959,              0.0061588,              0.0061588,              0.0061588
                    196,                0.60571,                0.42792,                0.95538,                 0.9977,                 0.9996,                  0.995,                0.92623,                0.38337,                0.22497,                0.80288,               0.006139,               0.006139,               0.006139
                    197,                0.61476,                0.44015,                0.96474,                0.99683,                 0.9992,                  0.995,                0.92232,                0.40285,                 0.2288,                0.81201,              0.0061192,              0.0061192,              0.0061192
                    198,                0.59953,                0.41701,                0.95315,                 0.9976,                0.99927,                  0.995,                0.91996,                0.41062,                0.22941,                0.81608,              0.0060994,              0.0060994,              0.0060994
                    199,                0.59736,                0.41015,                0.95544,                0.99703,                0.99961,                  0.995,                0.92271,                0.39979,                0.22985,                0.81098,              0.0060796,              0.0060796,              0.0060796
                    200,                0.59517,                0.40819,                 0.9513,                  0.997,                0.99944,                  0.995,                0.92044,                0.40992,                0.22812,                  0.812,              0.0060598,              0.0060598,              0.0060598
                    201,                 0.6085,                0.41729,                0.95537,                0.99737,                0.99931,                  0.995,                0.92627,                0.38762,                0.22556,                0.80705,                0.00604,                0.00604,                0.00604
                    202,                0.60759,                0.42442,                0.95666,                 0.9976,                0.99923,                  0.995,                0.92884,                   0.39,                0.23153,                0.80545,              0.0060202,              0.0060202,              0.0060202
                    203,                0.58855,                0.40162,                0.94121,                0.99787,                0.99969,                  0.995,                 0.9236,                0.39792,                0.22507,                0.81035,              0.0060004,              0.0060004,              0.0060004
                    204,                0.58837,                 0.4131,                0.94736,                0.99668,                0.99991,                  0.995,                0.92284,                0.40085,                0.22445,                0.81018,              0.0059806,              0.0059806,              0.0059806
                    205,                0.58271,                0.40713,                0.94912,                0.99768,                0.99958,                  0.995,                0.91046,                0.44085,                0.23466,                0.82621,              0.0059608,              0.0059608,              0.0059608
                    206,                0.58256,                0.40373,                0.94246,                0.99781,                0.99964,                  0.995,                0.92751,                0.39001,                0.22429,                0.80604,               0.005941,               0.005941,               0.005941
                    207,                0.59246,                  0.413,                0.94859,                0.99751,                0.99897,                  0.995,                0.93377,                 0.3707,                0.21942,                0.79837,              0.0059212,              0.0059212,              0.0059212
                    208,                0.57982,                0.40488,                0.94056,                0.99726,                0.99872,                  0.995,                0.92985,                0.38308,                0.21879,                 0.8017,              0.0059014,              0.0059014,              0.0059014
                    209,                0.58663,                0.41035,                0.94345,                0.99755,                0.99968,                  0.995,                0.93312,                0.37224,                0.21692,                0.79789,              0.0058816,              0.0058816,              0.0058816
                    210,                0.57498,                0.40329,                0.94127,                0.99754,                0.99954,                  0.995,                0.93125,                0.37862,                0.21859,                0.80109,              0.0058618,              0.0058618,              0.0058618
                    211,                0.58155,                0.40665,                0.94715,                 0.9973,                 0.9993,                  0.995,                0.93063,                0.38429,                0.22157,                0.80043,               0.005842,               0.005842,               0.005842
                    212,                0.59131,                 0.4131,                0.94763,                0.99716,                 0.9995,                  0.995,                0.92707,                0.38676,                0.22142,                0.79797,              0.0058222,              0.0058222,              0.0058222
                    213,                0.57525,                0.40922,                0.94586,                0.99753,                 0.9985,                  0.995,                0.93323,                0.37099,                0.21556,                0.79471,              0.0058024,              0.0058024,              0.0058024
                    214,                0.58653,                0.39775,                0.93605,                0.99701,                0.99811,                  0.995,                0.93661,                0.36437,                0.21471,                0.79355,              0.0057826,              0.0057826,              0.0057826
                    215,                0.58008,                0.40104,                0.94236,                0.99698,                0.99914,                  0.995,                0.93361,                0.36741,                0.21573,                0.79525,              0.0057628,              0.0057628,              0.0057628
                    216,                0.56662,                0.39434,                0.93083,                0.99694,                 0.9983,                  0.995,                0.93659,                0.36574,                0.21585,                 0.7948,               0.005743,               0.005743,               0.005743
                    217,                0.57627,                0.40094,                0.93175,                0.99777,                0.99893,                  0.995,                0.93751,                0.36075,                0.21336,                0.79274,              0.0057232,              0.0057232,              0.0057232
                    218,                0.57412,                0.39962,                0.93771,                0.99763,                0.99954,                  0.995,                0.93475,                0.36426,                0.21318,                0.79619,              0.0057034,              0.0057034,              0.0057034
                    219,                0.56631,                0.39707,                0.93624,                0.99736,                0.99994,                  0.995,                0.93407,                0.37201,                0.21491,                 0.7949,              0.0056836,              0.0056836,              0.0056836
                    220,                0.56206,                0.39791,                0.93033,                0.99729,                0.99992,                  0.995,                0.93769,                0.36194,                 0.2096,                0.79153,              0.0056638,              0.0056638,              0.0056638
                    221,                0.55689,                0.38708,                0.92656,                0.99701,                0.99947,                  0.995,                 0.9345,                0.36626,                0.21225,                0.79293,               0.005644,               0.005644,               0.005644
                    222,                0.56426,                 0.4019,                0.92959,                0.99744,                0.99928,                  0.995,                0.93865,                0.35834,                0.21085,                0.79197,              0.0056242,              0.0056242,              0.0056242
                    223,                0.56039,                0.39661,                0.93349,                0.99776,                0.99935,                  0.995,                0.93766,                0.35916,                0.21314,                0.78963,              0.0056044,              0.0056044,              0.0056044
                    224,                0.55434,                0.38516,                0.92923,                 0.9972,                0.99984,                  0.995,                0.94055,                0.34726,                 0.2075,                0.78553,              0.0055846,              0.0055846,              0.0055846
                    225,                0.55643,                 0.3979,                0.93582,                0.99703,                0.99954,                  0.995,                0.93679,                0.36144,                0.21036,                0.78957,              0.0055648,              0.0055648,              0.0055648
                    226,                0.54652,                0.38599,                0.92918,                0.99731,                0.99977,                  0.995,                0.93701,                0.36343,                0.21019,                0.79108,               0.005545,               0.005545,               0.005545
                    227,                0.55349,                0.38928,                0.93542,                0.99763,                 0.9998,                  0.995,                0.94236,                0.35013,                0.20799,                0.78768,              0.0055252,              0.0055252,              0.0055252
                    228,                0.53916,                0.38753,                0.92723,                0.99752,                0.99971,                  0.995,                0.94087,                0.34936,                0.21016,                0.78508,              0.0055054,              0.0055054,              0.0055054
                    229,                0.55191,                0.39186,                0.92813,                0.99796,                0.99983,                  0.995,                0.94329,                0.34355,                0.20418,                0.78339,              0.0054856,              0.0054856,              0.0054856
                    230,                0.55725,                0.40508,                0.93444,                0.99767,                 0.9993,                  0.995,                0.94149,                0.35354,                0.20724,                0.78574,              0.0054658,              0.0054658,              0.0054658
                    231,                  0.553,                0.39015,                 0.9325,                0.99773,                0.99903,                  0.995,                 0.9437,                0.34476,                0.20349,                0.78542,               0.005446,               0.005446,               0.005446
                    232,                0.53815,                0.37926,                0.92246,                0.99755,                0.99956,                  0.995,                0.94404,                0.34019,                0.20417,                0.78167,              0.0054262,              0.0054262,              0.0054262
                    233,                0.55202,                 0.3916,                0.93058,                0.99769,                0.99977,                  0.995,                0.94238,                0.34198,                0.20509,                0.78142,              0.0054064,              0.0054064,              0.0054064
